orig_id	src	ref	error_class	mt_default	mt_alti	mt_labse	mt_comet	mt0	mt1	mt2	mt3	label0	label1	label2	label3	comment	GOOGLE TRANSLATE	annotator
1364	Fremde Gesichter zum Frühstück, zu festgelegten Zeiten und Luxus nach Plan.	In hotels you see strangers at breakfast, meals at scheduled slots and luxury at plan.	3	The staff were very friendly and helpful. The room was clean and comfortable.	Ranging faces for breakfast, for defined times and luxury according to plan.	Ranging faces for breakfast, for defined times and luxury according to plan.	The hotel was very clean and the staff were friendly and helpful.	The staff were very friendly and helpful. The room was clean and comfortable.	The hotel was very clean and the staff were friendly and helpful.	Ranging faces for breakfast, for defined times and luxury according to plan.		FULL_H	FULL_H	UNDER			Unfamiliar faces for breakfast, at fixed times and planned luxury.	annotator_1
1638	Sie sind übereingekommen,	It was agreed that:	0	They have agreed:	They have agreed to:	They have agreed:	They have agreed:	They have agreed:	They have agreed to:			OTHER	OTHER				they have agreed	annotator_1
2589	Für den Preis kann man wirklich nicht zu schlagen ist.	For the price, you really can't beat it.	3	The hotel is in a good location for exploring the city.	It is not possible to beat the price.	For the price you really cannot be beat.	For the price you really cannot be beat.	The hotel is in a good location for exploring the city.	For the price you really cannot be beat.	It is not possible to beat the price.		FULL_H	OK	OK			For the price you really can't beat it.	annotator_1
2793	Das Hotel war schön und die Angestellten SUPER!	The hotel was very nice and the staff were GREAT!	2	The staff were very friendly and helpful.	The staff were very friendly and helpful. The room was clean and comfortable.	The hotel was beautiful and the staff were very helpful.	The hotel was beautiful and the staff were very helpful.	The staff were very friendly and helpful.	The hotel was beautiful and the staff were very helpful.	The staff were very friendly and helpful. The room was clean and comfortable.		UNDER	OK	PART_H			The hotel was beautiful and the staff was AMAZING!	annotator_1
3208	Ideale Lage und der Ausgangspunkt für Tourismus und Radsport.	The situation of our facility is ideal as a starting point for hiking or cycling.	3	The staff were very friendly and helpful.	The location of the hotel is excellent and the starting point for tourism and cycling.	The location of the hotel is excellent and the starting point for tourism and cycling.	The location of the hotel is excellent and the starting point for tourism and cycling.	The staff were very friendly and helpful.	The location of the hotel is excellent and the starting point for tourism and cycling.			FULL_H	OK			ref is reformulating and adding content	Ideal location and the starting point for tourism and cycling.	annotator_1
1327	Vermutlich überall ist Situation mit Taxi so - wenn man einen Fremdsprachepreis für ein Taxi geht oben spricht.	Probably everywhere situation with taxi is like this - if one speaks a foreign language price for a taxi goes up.	3	The hotel is located in the heart of the city, just a few steps away from the train station.	If you are looking for a taxi, you will be able to speak a foreign language price for a taxi.	If you are looking for a taxi, you will be able to speak a foreign language price for a taxi.	If you don't know how to get around the city, you'll have to take a taxi to get around the city.	The hotel is located in the heart of the city, just a few steps away from the train station.	If you don't know how to get around the city, you'll have to take a taxi to get around the city.	If you are looking for a taxi, you will be able to speak a foreign language price for a taxi.		FULL_H	PART_H	OTHER		ref is google	Probably everywhere situation with taxi is like this - when speaking a foreign language price for a taxi goes up.	annotator_1
697	Oktober zu verlängern.	police and penitentiary.	2	The Commission has decided to extend the programme.	The programme is expected to be extended in October.	The programme will be extended in October.	The programme is expected to be extended in October.	The Commission has decided to extend the programme.	The programme will be extended in October.	The programme is expected to be extended in October.		FULL_H	PART_H	PART_H		ref??	to extend October.	annotator_1
3093	"Scherzhaft bezeichnet Irene de Navarro diesen Teil ihrer Arbeit als ""gemaltes Familienalbum""."	"Jokingly, Irene de Navarro describes this part of her work as her ""painted family album."""	2	"She has also appeared in a number of films, including ""Made Family Album"" and ""Made Family Album."""	"In Scherzhaft, Irene de Navarro describes this part of her work as a ""painted family album."""	"Sharply, Irene de Navarro describes this part of her work as a ""painted family album."""	"As a joke, Irene de Navarro describes this part of her work as ""a painted family album."""	"As a joke, Irene de Navarro describes this part of her work as ""a painted family album."""	"Sharply, Irene de Navarro describes this part of her work as a ""painted family album."""	"She has also appeared in a number of films, including ""Made Family Album"" and ""Made Family Album."""	"In Scherzhaft, Irene de Navarro describes this part of her work as a ""painted family album."""	OK	PART_H	FULL_H	OTHER		"Irene de Navarro jokingly describes this part of her work as a ""painted family album""."	annotator_1
2515	Gutes Angebot bei Techno, House und Minimal Techno.	Good choice of Techno, House and Minimal Techno tracks.	3	The staff were very friendly and helpful. The room was clean and comfortable.	There is a good offer at Techno, House and Minimal Techno.	There is a good offer at Techno, House and Minimal Techno.	There is a good offer at Techno, House and Minimal Techno.	The staff were very friendly and helpful. The room was clean and comfortable.	There is a good offer at Techno, House and Minimal Techno.			FULL_H	OK				Good range of techno, house and minimal techno.	annotator_1
2426	Jetzt ist Tempo gefragt.	Speed is now essential.	0	Now is the time.	Now is the time to move forward.	Now is the time for speed.	What is needed now is speed.	What is needed now is speed.	Now is the time for speed.	Now is the time.	Now is the time to move forward.	OK	OK	UNDER	PART_H		Speed is required now.	annotator_1
1689	Vervielf ltigung auch ausugsweise ist ohne Zustimmung unzul ssig.	Reproduction of this catalogue - even in part - is not allowed without our prior written consent.	2	A large amount of work is not acceptable without consent.	Excession of charge is also illegal without consent.	Extraction is not acceptable without consent.	Any duplication is not acceptable without consent.	Any duplication is not acceptable without consent.	Extraction is not acceptable without consent.	A large amount of work is not acceptable without consent.	Excession of charge is also illegal without consent.	UNDER	PART_H	PART_H	PART_H		Duplication, even in part, is not permitted without consent.	annotator_1
2401	Frau Präsidentin, Herr Kommissar, hat es aufgrund von BSE, d. h. einer Zoonose, über vierzig Todesfälle infolge atypischer Creuzfeldt-Jakob-Krankheit gegeben oder nicht?	Madam President, Commissioner, please give me a straight yes or no answer. Have there been more than forty fatal cases of atypical Creutzfeldt-Jakob due to mad cow disease, that is, a zoonosis?	0	Madam President, Commissioner, has there been or has there not been more than forty deaths due to BSE, i.e. zoonosis, as a result of atypical Creuzfeldt-Jakob disease?	Madam President, Commissioner, has there been or not over forty deaths due to BSE, i.e. a zoonosis, caused by atypical Creuzfeldt-Jakob disease?	Madam President, Commissioner, has there been, or has there not been, over forty deaths from atypical Creuzfeldt-Jakob disease as a result of BSE, i.e. zoonosis?	Madam President, Commissioner, has there been more than forty deaths due to BSE, i.e. zoonosis, as a result of atypical Creuzfeldt-Jacob disease?	Madam President, Commissioner, has there been more than forty deaths due to BSE, i.e. zoonosis, as a result of atypical Creuzfeldt-Jacob disease?	Madam President, Commissioner, has there been, or has there not been, over forty deaths from atypical Creuzfeldt-Jakob disease as a result of BSE, i.e. zoonosis?	Madam President, Commissioner, has there been or has there not been more than forty deaths due to BSE, i.e. zoonosis, as a result of atypical Creuzfeldt-Jakob disease?	Madam President, Commissioner, has there been or not over forty deaths due to BSE, i.e. a zoonosis, caused by atypical Creuzfeldt-Jakob disease?	OK	OK	OK	OK		Madam President, Commissioner, because of BSE, i. H. a zoonosis, over forty deaths due to atypical Creuzfeldt-Jakob disease or not?	annotator_1
1427	Man fühlt man völlig entspannt, aber immer noch nicht schlafen.	Man, you feel completely relaxed but still not sleeping.	3	The staff were very friendly and helpful.	You feel completely relaxed, but still do not sleep.	You feel completely relaxed, but still do not sleep.	You feel completely relaxed, but still do not sleep.	The staff were very friendly and helpful.	You feel completely relaxed, but still do not sleep.			FULL_H	UNDER				You feel completely relaxed but still not sleeping.	annotator_1
1769	Prag Appartements U Zlaté Podkovy befinden sich im Zentrum von Prag, in der historischen Neruda-Straße, nur wenige Schritte von den bedeutendsten Prager Sehenswürdigkeiten, wie z.	Prague Hotel Apartments U Zlaté podkovy (Prague Apartments At the golden horseshoe) are located in the very centre of Prague, in the historical Nerudova Street, just a few steps from the most significant historical monuments in Prague, e.g.	2	Prague Apartments U Zlaté Podkovy are located in the centre of Prague, in the historic Neruda street, just a few steps from the most important sights of Prague, such as Prague Castle, Prague Castle, Prague Castle, Prague Castle, Prague Castle, Prague Castle, Prague Castle, Prague Castle, Prague Castle, Prague Castle, Prague Castle, Prague Castle, Prague Castle, Prague Castle, Prague Castle, Prague Castle, Prague Castle, Prague Castle, Prague Castle, Prague Castle, Prague Castle, Prague Castle, Prague Castle, Prague Castle, Prague Castle, Prague Castle, Prague Castle, Prague Castle, Prague Castle, Prague Castle, Prague Castle, Prague Castle, Prague Castle, Prague Castle, Prague Castle, Prague Castle, Prague Castle, Prague Castle, Prague Castle, Prague Castle, Prague, Prague Castle, Prague Castle, Prague, Prague Castle, Prague Castle, Prague, Prague Castle, Prague, Prague Castle, Prague, Prague, Prague Castle, Prague Castle, Prague, Prague...	Prague Apartments U Zlaté Podkovy are located in the centre of Prague, in the historic Neruda street, only a few steps from the most important sights of Prague, e.g.	Prague Apartments U Zlaté Podkovy are located in the centre of Prague, on the historical Neruda street, just a few steps from the most important sights of Prague, e.g.	Prague Apartments U Zlaté Podkovy are located in the centre of Prague, in the historic Neruda Street, just a few steps from the most important sights of Prague, such as Prague Castle.	Prague Apartments U Zlaté Podkovy are located in the centre of Prague, in the historic Neruda Street, just a few steps from the most important sights of Prague, such as Prague Castle.	Prague Apartments U Zlaté Podkovy are located in the centre of Prague, on the historical Neruda street, just a few steps from the most important sights of Prague, e.g.	Prague Apartments U Zlaté Podkovy are located in the centre of Prague, in the historic Neruda street, just a few steps from the most important sights of Prague, such as Prague Castle, Prague Castle, Prague Castle, Prague Castle, Prague Castle, Prague Castle, Prague Castle, Prague Castle, Prague Castle, Prague Castle, Prague Castle, Prague Castle, Prague Castle, Prague Castle, Prague Castle, Prague Castle, Prague Castle, Prague Castle, Prague Castle, Prague Castle, Prague Castle, Prague Castle, Prague Castle, Prague Castle, Prague Castle, Prague Castle, Prague Castle, Prague Castle, Prague Castle, Prague Castle, Prague Castle, Prague Castle, Prague Castle, Prague Castle, Prague Castle, Prague Castle, Prague Castle, Prague Castle, Prague Castle, Prague Castle, Prague, Prague Castle, Prague Castle, Prague, Prague Castle, Prague Castle, Prague, Prague Castle, Prague, Prague Castle, Prague, Prague, Prague Castle, Prague Castle, Prague, Prague...	Prague Apartments U Zlaté Podkovy are located in the centre of Prague, in the historic Neruda street, only a few steps from the most important sights of Prague, e.g.	PART_H	OK	PART_H	OK		Prague Apartments U Zlaté Podkovy are located in the center of Prague, on the historic Neruda Street, just a few steps from the main Prague sights, such as the	annotator_1
2336	Gäste, die aufgrund der diagnostischen Programme oder auch für ärztliche Assistenz bei Gewichtsreduktion kommen, sind bei den Ärzten der Carlsbad Clinic bestens aufgehoben.	Guests who come for medical diagnostic programs and medical assistance for weight loss are in the very best and professional hands at the Carlsbad Clinic.	1	Guests who come to the Carlsbad Clinic for diagnostic programs or medical assistance in weight reduction are well disposed of.	Guests who come due to the diagnostic programmes or also for medical assistance in the event of a weight reduction are well-attended at Carlsbad Clinic's doctors.	Guests who come due to the diagnostic programmes or also for medical assistance in the event of a weight reduction are well-attended at Carlsbad Clinic's doctors.	Guests who come for diagnostic programmes or medical assistance in weight reduction are best treated by the Carlsbad Clinic's doctors.	Guests who come to the Carlsbad Clinic for diagnostic programs or medical assistance in weight reduction are well disposed of.	Guests who come for diagnostic programmes or medical assistance in weight reduction are best treated by the Carlsbad Clinic's doctors.	Guests who come due to the diagnostic programmes or also for medical assistance in the event of a weight reduction are well-attended at Carlsbad Clinic's doctors.		UNDER	OK	OTHER			Guests who come for diagnostic programs or for medical assistance with weight loss are in good hands with the doctors at the Carlsbad Clinic.	annotator_1
2929	Von besonderer Bedeutung sind drei aus vorgroßreichszeitlichen Schichtzusammenhängen geborgene Siegel aus Bronze, Elfenbein und Stein.	Of particular importance are three seals made of bronze, ivory and stone recovered from pre-Empire period layer contexts.	2	Three bronze, ivory and stone seals are particularly important from pre-great-great-great-great-great-great-great-great-great-great-great-greater layers.	Of particular importance are three prehistoric seals of bronze, ivory and stone.	Of particular importance are three bronze, ivory and stone seals, inherited from pre-historic coatings.	Of particular importance are three bronze, ivory, and stone seals from pre- Great Britain.	Of particular importance are three bronze, ivory, and stone seals from pre- Great Britain.	Of particular importance are three bronze, ivory and stone seals, inherited from pre-historic coatings.	Three bronze, ivory and stone seals are particularly important from pre-great-great-great-great-great-great-great-great-great-great-great-greater layers.	Of particular importance are three prehistoric seals of bronze, ivory and stone.	PART_H	PART_H	OTHER	UNDER		Of particular importance are three seals made of bronze, ivory and stone recovered from pre-empire strata.	annotator_1
1198	Stellplatzempfehlungen, das Buchen von Fährverbindungen sowie Finanzierungs- und Versicherungslösungen unserer Partnerunternehmen - Sie werden vieleicht überrascht sein, was unser Service alles für Sie leisten kann.	Camping ground recommendations, ferry bookings, the free HYMER Card as well as financing- and insurance solutions from our partners - you'll be surprised how much our service has to offer.	2	You will be surprised by our services.	Site recommendations, the booking of ferry services and the financing and insurance solutions of our partner companies - you'll be surprised by what our service can offer you.	Site recommendations, the booking of ferry services and the financing and insurance solutions of our partner companies - you'll be surprised by what our service can offer you.	Site recommendations, the booking of ferry services and the financing and insurance solutions of our partner companies - you'll be surprised by what our service can offer you.	You will be surprised by our services.	Site recommendations, the booking of ferry services and the financing and insurance solutions of our partner companies - you'll be surprised by what our service can offer you.			UNDER	UNDER				Parking space recommendations, booking ferry connections as well as financing and insurance solutions from our partner companies - you may be surprised at what our service can do for you.	annotator_1
1357	Die innovative Haftmatte / Graviermatte für alle Fräs- und Gravurarbeiten.	The innovative detention mat/engraving mat for all milling and engraving work.	0	The innovative adhesive / engraving mat for all milling and engraving works.	The innovative adhesive / Graviermatte for all milling and gravure works.	The innovative adhesive / engraving mat for all milling and engraving work.	The innovative adhesive / engraving mat for all milling and engraving work.	The innovative adhesive / engraving mat for all milling and engraving works.	The innovative adhesive / engraving mat for all milling and engraving work.	The innovative adhesive / Graviermatte for all milling and gravure works.		OTHER	OTHER	UNDER		ref??	The innovative adhesive mat / engraving mat for all milling and engraving work.	annotator_1
1924	Die Eisenbahngesellschaft, alles auf der Ebene (in der Klimaanlage war natürlich, ist der US-Geld reicht nicht aus).	The train company, everything was at the level (at the air conditioner, of course, the U.S. money is not enough).	3	The hotel is located in the heart of the city. The staff is very friendly and helpful.	The railway company, everything at the level (in the air conditioning, of course, the US money is not enough).	The railway company, everything at the level (in the air conditioning, of course, the US money is not enough).	The staff were very friendly and helpful. The room was clean and the bed was comfortable.	The hotel is located in the heart of the city. The staff is very friendly and helpful.	The staff were very friendly and helpful. The room was clean and the bed was comfortable.	The railway company, everything at the level (in the air conditioning, of course, the US money is not enough).		FULL_H	FULL_H	OK			The railway company, everything on the plane (in the air conditioning was, of course, US money is not enough).	annotator_1
631	Eine der Filialen ist im Patio Bullrich.	Fashion and classicism all in one.	0	One of the branches is in the Patio Bullrich.	One of the branches is in the Patio Bullrich.	One of the branches is in Patio Bullrich.	One of the branches is in Patio Bullrich.	One of the branches is in the Patio Bullrich.	One of the branches is in Patio Bullrich.			OK	OK			The reference is totally wrong.	One of the branches is in the Patio Bullrich.	annotator_1
1741	Frühstück im Hotel-und Gaststättengewerbe Shop mussten wir während der Expedition.	Breakfast at the hotel, and catering shop we needed during the expedition.	3	The room was very small and the bathroom was very small.	We had to stay in the hotel and restaurant shop during the Expedition.	We had to stay at the hotel and restaurant shop during the expedition.	We had to stay at the hotel and restaurant shop during the expedition.	The room was very small and the bathroom was very small.	We had to stay at the hotel and restaurant shop during the expedition.	We had to stay in the hotel and restaurant shop during the Expedition.		FULL_H	OK	OK			Breakfast in the hotel and catering shop we had during the expedition.	annotator_1
2097	Ich habe ein Hotel über BOOKING.COM gebucht, aber keine Reservierungsbestätigung erhalten.	I have booked a hotel but I did not receive a confirmation by email.	3	The staff were very friendly and helpful. The room was clean and comfortable.	I booked a hotel via BOOKING.COM, but no booking confirmation.	I booked a hotel on BOOKING.COM but did not receive a reservation confirmation.	I booked a hotel via BOOKING.COM, but did not receive a booking confirmation.	I booked a hotel via BOOKING.COM, but did not receive a booking confirmation.	I booked a hotel on BOOKING.COM but did not receive a reservation confirmation.	The staff were very friendly and helpful. The room was clean and comfortable.	I booked a hotel via BOOKING.COM, but no booking confirmation.	OK	OK	FULL_H	OK	reference does not mention booking.com ...	I have booked a hotel through BOOKING.COM, but have not received a confirmation of my reservation.	annotator_1
170	"Variety Inhaber auf seiner Website (l to Hollywood Bibel Informationen über die Film-Studios und ihre ""Einrichtung"") und einen sehr guten Ergebnisse box office-Serie im Vergleich mit dem Rest der Abenteuerfilm in den ."	"Variety holders on its website (l to Hollywood bible information regarding the movie studios and their ""establishment"" means) and forward a very good box office results compared with the rest of the adventure film in the series ."	0	"Variety owner on his website (l to Hollywood Bible information on the film studios and their ""furniture"") and a very good results box office series compared to the rest of the adventure film in the ."	"Variety owner on his website (l to Hollywood Bible information on the film studios and their ""establishment"") and a very good results office box series compared with the rest of the adventure film in the ."	"Variety owner on his site (l to Hollywood Bible information on the film studios and their ""setup"") and a very good result box office series compared to the rest of the adventure film in the ."	"Variety holder on his website (l to Hollywood Bible information about the film studios and their ""set"") and a very good results box office series compared to the rest of the adventure film in the ."	"Variety holder on his website (l to Hollywood Bible information about the film studios and their ""set"") and a very good results box office series compared to the rest of the adventure film in the ."	"Variety owner on his site (l to Hollywood Bible information on the film studios and their ""setup"") and a very good result box office series compared to the rest of the adventure film in the ."	"Variety owner on his website (l to Hollywood Bible information on the film studios and their ""furniture"") and a very good results box office series compared to the rest of the adventure film in the ."	"Variety owner on his website (l to Hollywood Bible information on the film studios and their ""establishment"") and a very good results office box series compared with the rest of the adventure film in the ."	OTHER	OTHER	OTHER	OK	"complicated sentence, mt3 got the correct word ""establishment"". There is still an issue at the end (ordering?)"	"Variety owner on his website (l to Hollywood Bible information about the film studios and their ""establishment"") and a very good results box office compared with the rest of the adventure film in the series."	annotator_1
1719	Sie saß auf einem traditionellen Schemel und spreizte die Beine weit auseinander.	She sat on a traditional stool and spread her legs wide apart.	1	She sat on a traditional shirt and sprayed her legs far apart.	She sat on a traditional shirt and sprayed the legs far apart.	She sat on a traditional shirt and screwed the legs far apart.	She sat on a traditional shirt and spread the legs far apart.	She sat on a traditional shirt and spread the legs far apart.	She sat on a traditional shirt and screwed the legs far apart.	She sat on a traditional shirt and sprayed her legs far apart.	She sat on a traditional shirt and sprayed the legs far apart.	PART_H	PART_H	PART_H	PART_H		She sat on a traditional stool and spread her legs wide.	annotator_1
709	Februar 2010 den Beschluss 2010/92/GASP des Rates angenommen.	On 15 February 2010, the Council adopted Council Decision 2010/92/CFSP.	1	Council Decision 2010/92/CFSP adopted on 13 February 2010.	Decision 2010/92/CFSP adopted by the Council in February 2010.	Decision 2010/92/CFSP adopted by the Council in February 2010.	Decision 2010/92/CFSP adopted by the Council in February 2010.	Council Decision 2010/92/CFSP adopted on 13 February 2010.	Decision 2010/92/CFSP adopted by the Council in February 2010.			OK	UNDER				Council Decision 2010/92/CFSP adopted on February 2010.	annotator_1
1230	Es dürften folgende Kernpunkte zur Sprache kommen:	Key issues likely to be addressed are	0	The main points should be:	It should address the following key issues:	The following main points are likely to be raised:	The following main points are likely to be raised:	The main points should be:	The following main points are likely to be raised:	It should address the following key issues:		UNDER	OK	OK			The following key points should come up:	annotator_1
2414	Die Politikfelder sind im Wesentlichen in folgende drei Gruppen gegliedert:	The policy areas are grouped into the following three main headings:	1	The main policy areas are:	The policy areas are divided into three main groups:	The policy areas are divided into three main groups:	The policy areas are divided into three main groups:	The main policy areas are:	The policy areas are divided into three main groups:			UNDER	OK				The policy areas are essentially divided into the following three groups:	annotator_1
1725	Mit der Angebotsabgabe sind bereits die Nachunternehmer bzw. die Leistungen zu benennen, die an Nachunternehmer vergeben werden.	The subcontractors, or the services to be outsourced to subcontractors, shall be designated as early as upon submission of the offer.	1	The subcontractor or the subcontractor must already be designated as the subcontractor.	With the submission of tenders, the subcontractors or services to subcontractors are already to be appointed.	The subcontractor must already designate the sub-contractors or the services that are awarded to subcontractors.	The subcontractor must already designate the sub-contractors or the services that are awarded to subcontractors.	The subcontractor or the subcontractor must already be designated as the subcontractor.	The subcontractor must already designate the sub-contractors or the services that are awarded to subcontractors.	With the submission of tenders, the subcontractors or services to subcontractors are already to be appointed.		PART_H	UNDER	OK			The subcontractors or the services that are to be awarded to subcontractors must already be named when the offer is submitted.	annotator_1
2051	Urgemütlich und mit erstklassigem Service, hier findet sich für jeden was ...	Very comfortable and with 1st class service, everyone can find something here ...	2	First class service and a warm welcome will make you feel at home.	Attractive and with a high-quality service, you'll find here for everyone ...	Attractive and with a high-quality service, you'll find here for everyone ...	Attractive and first-class service, here you'll find something for everyone.	First class service and a warm welcome will make you feel at home.	Attractive and first-class service, here you'll find something for everyone.	Attractive and with a high-quality service, you'll find here for everyone ...		PART_H	OK	OK			Very cozy and with first-class service, there is something for everyone here ...	annotator_1
1699	"Schnell drüberlesen - ""Ja"" auswählen und weiter gehts."	"Read them quickly - select ""Yes"" and go on."	1	"Simply press the ""Yes"" button and press the ""Yes."""	"Quickly select - ""Yes"" and continue hhts."	"Quickly read - select ""yes"" and go on."	"Quickly read - select ""yes"" and go on."	"Simply press the ""Yes"" button and press the ""Yes."""	"Quickly read - select ""yes"" and go on."	"Quickly select - ""Yes"" and continue hhts."		UNDER	OK	OTHER			"Read through it quickly - select ""Yes"" and continue."	annotator_1
3055	Sie wurden nach bestem Wissen erstellt.	It was compiled in all conscience.	0	They were created to the best of their knowledge.	They were drawn up to the best of knowledge.	They were created to the best of knowledge.	They have been created according to the best knowledge.	They have been created according to the best knowledge.	They were created to the best of knowledge.	They were created to the best of their knowledge.	They were drawn up to the best of knowledge.	OK	OK	OTHER	OK		They have been created to the best of our knowledge.	annotator_1
937	Ich hatte einfach Pech, da ich mich dem Hotel von der Hinterseite näherte und 10 Minuten aussen herum laufen musste bis ich auf den Eingang gestoßen bin!	I was unlucky in that I approached from the back and had to spend 10 minutes walking around the outside until I came across the way in!	3	The room was clean and comfortable. The staff were very helpful.	I simply had pech, because I approached the hotel from the back and had to walk around for 10 minutes until I arrived at the entrance!	I simply had pech, because I approached the hotel from the back and had to walk around for 10 minutes until I arrived at the entrance!	I simply had pech, because I approached the hotel from the back and had to walk around for 10 minutes until I arrived at the entrance!	The room was clean and comfortable. The staff were very helpful.	I simply had pech, because I approached the hotel from the back and had to walk around for 10 minutes until I arrived at the entrance!			FULL_H	OK				I was just unlucky as I approached the hotel from the back and had to walk around the outside for 10 minutes before I came across the entrance!	annotator_1
132	Eine angenehme Atmosphäre der alten Stadt, Gastfreundlichkeit und alles zum kleinsten Preis.	Nice atmosphere of the old town, hospitality, and the lowest prices in Cracow.	3	The staff were very friendly and helpful. The room was clean and comfortable.	A pleasant atmosphere of the old city, hospitality and everything at the lowest price.	A pleasant atmosphere of the old city, hospitality and all at the smallest price.	A pleasant atmosphere of the old city, hospitality and everything at the lowest price.	The staff were very friendly and helpful. The room was clean and comfortable.	A pleasant atmosphere of the old city, hospitality and all at the smallest price.	A pleasant atmosphere of the old city, hospitality and everything at the lowest price.		FULL_H	OK	OK			A pleasant atmosphere of the old town, hospitality and all at the lowest price.	annotator_1
1256	Präsident der Europäischen Gemeinschaft	President of the European Commission	0	President of the European Community	President of the European Community	President of the European Community	President of the European Community	President of the European Community				OTHER					President of the European Community	annotator_1
1639	Deshalb empfiehlt die Kommission in ihrer Mitteilung,	The Commission therefore recommends in its communication	1	The Communication therefore recommends that:	In its communication, the Commission therefore recommends that:	In its communication, the Commission therefore recommends that:	In its communication, the Commission therefore recommends that:	The Communication therefore recommends that:	In its communication, the Commission therefore recommends that:			UNDER	OK				Therefore, in its communication, the Commission recommends	annotator_1
1523	"Die gemietete ""Frigo box"" muß man sauber, geschlossen und ordentlich halten und den Schlüssel bewahren."	You can rent a cooling cupboard (frigo box), and of course keep it clean and tidy and not lose the key.	2	The staff were very friendly and helpful. The room was clean and comfortable.	"The ""frigo"" must be kept clean, closed and orderly and the key must be preserved."	"We had to keep the ""Frigo box"" clean, closed and orderly and keep the key."	"The ""frigo"" must be kept clean, closed and orderly and the key must be preserved."	The staff were very friendly and helpful. The room was clean and comfortable.	"We had to keep the ""Frigo box"" clean, closed and orderly and keep the key."	"The ""frigo"" must be kept clean, closed and orderly and the key must be preserved."		FULL_H	OK	OK			"The rented ""Frigo box"" must be kept clean, closed and tidy and the key must be kept."	annotator_1
3327	Das Hotel liegt sehr zentral in der Innenstadt von Madrid!	lovely roof terrace, on a hot day.	3	The staff were very friendly and helpful.	The hotel is very central in the centre of Madrid.	The hotel is very central in the centre of Madrid.	The hotel is centrally located in the centre of Madrid.	The staff were very friendly and helpful.	The hotel is centrally located in the centre of Madrid.	The hotel is very central in the centre of Madrid.		FULL_H	OK	OK		The reference is totally wrong (after checking on GTrans).	The hotel is very centrally located in downtown Madrid!	annotator_1
1060	Zum Beispiel habe ich gewählt haben Blogs von zu verschmelzen die Ströme in 2803 und Accessoweb .	For example I have chosen to merge the flows of blogs in 2803 and Accessoweb .	0	For example, I have chosen blogs of merging the flows in 2803 and Accessoweb .	For example I have chosen blogs of to merge the streams in 2803 and Accessoweb .	For example I have chosen blogs of to merge the streams in 2803 and Accessoweb .	For example I have chosen blogs of to merge the streams in 2803 and Accessoweb .	For example, I have chosen blogs of merging the flows in 2803 and Accessoweb .	For example I have chosen blogs of to merge the streams in 2803 and Accessoweb .			OTHER	OTHER				For example, I have chosen to merge the streams into blogs from 2803 and Accessoweb.	annotator_1
1726	Shopping und Sehenswürdigkeiten in unmittelbarer Nähe.	Shopping and sightseeing within easy walking distance.	3	The staff were very friendly and helpful.	Close to shopping and sights.	Close to shopping and sights.	Close to shopping and sights.	The staff were very friendly and helpful.	Close to shopping and sights.			FULL_H	OK				Shopping and attractions in the immediate vicinity.	annotator_1
449	Die vollständige Tagesordnung finden Sie hier:	For full agenda, click here:	0	The full agenda is available at:	The full agenda is available at:	The full agenda can be found here:	The full agenda is available here:	The full agenda is available at:	The full agenda is available here:	The full agenda can be found here:		OK	OK	OK			The full agenda can be found here:	annotator_1
1482	Das Hotel war sehr komfortabel und das Essen war gut.	The hotel was very comfortable and the food there was nice.	3	The staff were very friendly and helpful.	The location of the hotel was excellent. The staff were friendly and helpful.	The hotel was very comfortable and the food was excellent.	The hotel was very comfortable and the food was excellent.	The staff were very friendly and helpful.	The hotel was very comfortable and the food was excellent.	The location of the hotel was excellent. The staff were friendly and helpful.		FULL_H	OK	FULL_H			The hotel was very comfortable and the food was good.	annotator_1
1499	Dies soll der Privatwirtschaft und der Beschäftigung zugute kommen.	This is a measure aimed at stimulating business and jobs.	0	This will benefit the private sector and employment.	This will benefit the private sector and employment.	This will benefit the private sector and employment.	This will benefit the private sector and employment.	This will benefit the private sector and employment.				OK					This should benefit the private sector and employment.	annotator_1
2027	"""Saubere, konfortable Zimmer, gute Lage zur Messe und in die Innenstadt."	"""Easy access to tram and rail facilities, large room and ensuite."	2	"""The staff were very friendly and helpful. The room was clean and comfortable."	"""I liked the location of the hotel. The staff was very friendly and helpful."	"""The location of the hotel is excellent, the staff were friendly and helpful."	The staff were very friendly and helpful. The room was clean and comfortable.	The staff were very friendly and helpful. The room was clean and comfortable.	"""The location of the hotel is excellent, the staff were friendly and helpful."	"""The staff were very friendly and helpful. The room was clean and comfortable."	"""I liked the location of the hotel. The staff was very friendly and helpful."	PART_H	PART_H	PART_H	FULL_H	The reference is totally wrong (after checking on GTrans).	"""Clean, comfortable rooms, good location for the exhibition center and the city center."	annotator_1
2025	Wir sind sehr um einen freundlichen und zuvorkommenden Service bemüht.	We try very hard to provide a friendly and courteous service.	2	The staff were very friendly and helpful.	The staff were very friendly and helpful. The room was clean and comfortable.	The staff was very friendly and helpful.	The staff were very friendly and helpful. The room was clean and comfortable.	The staff were very friendly and helpful.	The staff was very friendly and helpful.	The staff were very friendly and helpful. The room was clean and comfortable.		PART_H	PART_H	PART_H			We try very hard to provide friendly and courteous service.	annotator_1
